,episode reward,episode,Method
0,-96.72015978221151,1,IIFDS-DDPG
1,-98.24673475756468,2,IIFDS-DDPG
2,-96.00041808410282,3,IIFDS-DDPG
3,-97.40480661738191,4,IIFDS-DDPG
4,-98.02742116328422,5,IIFDS-DDPG
5,-98.5468632940488,6,IIFDS-DDPG
6,-95.45961697304799,7,IIFDS-DDPG
7,-96.87801485392377,8,IIFDS-DDPG
8,-96.17611973450397,9,IIFDS-DDPG
9,-96.10002541374698,10,IIFDS-DDPG
10,-97.21348001444585,11,IIFDS-DDPG
11,-99.67524964975638,12,IIFDS-DDPG
12,-96.57612187825539,13,IIFDS-DDPG
13,-99.35951079032043,14,IIFDS-DDPG
14,-98.93415580536347,15,IIFDS-DDPG
15,-99.54425940546291,16,IIFDS-DDPG
16,-99.54425940546291,17,IIFDS-DDPG
17,-98.69476911092043,18,IIFDS-DDPG
18,-96.17611973450397,19,IIFDS-DDPG
19,-99.67524964975638,20,IIFDS-DDPG
20,-99.72568697020691,21,IIFDS-DDPG
21,-93.04001481136397,22,IIFDS-DDPG
22,-97.60829438879028,23,IIFDS-DDPG
23,-98.69476911092043,24,IIFDS-DDPG
24,-96.31978573268412,25,IIFDS-DDPG
25,-94.07746888901086,26,IIFDS-DDPG
26,-99.79837794009822,27,IIFDS-DDPG
27,-99.72568697020691,28,IIFDS-DDPG
28,-99.35951079032043,29,IIFDS-DDPG
29,-97.40480661738191,30,IIFDS-DDPG
30,-65.96492329411063,31,IIFDS-DDPG
31,-102.14180441526304,32,IIFDS-DDPG
32,-100.76309218300571,33,IIFDS-DDPG
33,-76.08871367388815,34,IIFDS-DDPG
34,-94.08832780374081,35,IIFDS-DDPG
35,-71.3232201868954,36,IIFDS-DDPG
36,-89.52195002621643,37,IIFDS-DDPG
37,-75.71033143763972,38,IIFDS-DDPG
38,-72.64793186771817,39,IIFDS-DDPG
39,-69.42438858022982,40,IIFDS-DDPG
40,-90.14096852962975,41,IIFDS-DDPG
41,-92.47474208489771,42,IIFDS-DDPG
42,-66.15707699862372,43,IIFDS-DDPG
43,-87.90995687045864,44,IIFDS-DDPG
44,-64.94214884561626,45,IIFDS-DDPG
45,-66.0026065319361,46,IIFDS-DDPG
46,-99.87373328464204,47,IIFDS-DDPG
47,-66.00403850150764,48,IIFDS-DDPG
48,-63.878891514830656,49,IIFDS-DDPG
49,-71.7033735440599,50,IIFDS-DDPG
50,-89.73838258852318,51,IIFDS-DDPG
51,-62.92960605802548,52,IIFDS-DDPG
52,-64.12974350773159,53,IIFDS-DDPG
53,-62.888470802836345,54,IIFDS-DDPG
54,-62.79284245758856,55,IIFDS-DDPG
55,-62.78960142873003,56,IIFDS-DDPG
56,-62.31468162898031,57,IIFDS-DDPG
57,-69.28965494937317,58,IIFDS-DDPG
58,-62.032849399260655,59,IIFDS-DDPG
59,-63.040518995173734,60,IIFDS-DDPG
60,-67.13286155078842,61,IIFDS-DDPG
61,-64.28246998151319,62,IIFDS-DDPG
62,-62.55603628412828,63,IIFDS-DDPG
63,-61.8109554040226,64,IIFDS-DDPG
64,-62.16882122237931,65,IIFDS-DDPG
65,-67.49659313460417,66,IIFDS-DDPG
66,-60.673123160827224,67,IIFDS-DDPG
67,-60.9620502389932,68,IIFDS-DDPG
68,-56.45054345168462,69,IIFDS-DDPG
69,-69.23837685036774,70,IIFDS-DDPG
70,-54.8690425045657,71,IIFDS-DDPG
71,-64.60976800115516,72,IIFDS-DDPG
72,-68.50528341647711,73,IIFDS-DDPG
73,-63.00150574044313,74,IIFDS-DDPG
74,-61.78015847907905,75,IIFDS-DDPG
75,-62.732802260817806,76,IIFDS-DDPG
76,-58.70621093706036,77,IIFDS-DDPG
77,-56.255627980083396,78,IIFDS-DDPG
78,-63.421164752321374,79,IIFDS-DDPG
79,-59.19487739388492,80,IIFDS-DDPG
80,-58.54344677422331,81,IIFDS-DDPG
81,-57.26502017772563,82,IIFDS-DDPG
82,-62.91900259208897,83,IIFDS-DDPG
83,-61.185156528251625,84,IIFDS-DDPG
84,-65.59173190276186,85,IIFDS-DDPG
85,-59.30922338147711,86,IIFDS-DDPG
86,-58.12109890500596,87,IIFDS-DDPG
87,-63.7095263184466,88,IIFDS-DDPG
88,-66.62453755218432,89,IIFDS-DDPG
89,-57.91146553990946,90,IIFDS-DDPG
90,-55.87100981117795,91,IIFDS-DDPG
91,-56.48778561205695,92,IIFDS-DDPG
92,-55.13856293820218,93,IIFDS-DDPG
93,-62.465896656971516,94,IIFDS-DDPG
94,-53.99545834021672,95,IIFDS-DDPG
95,-55.991079113218284,96,IIFDS-DDPG
96,-66.94131764312432,97,IIFDS-DDPG
97,-55.82318295114945,98,IIFDS-DDPG
98,-59.64573383722813,99,IIFDS-DDPG
99,-54.83378634686234,100,IIFDS-DDPG
