,episode reward,episode,Method
0,-82.36251394385654,1,IIFDS-PPO
1,-80.74321248769017,2,IIFDS-PPO
2,-78.65165200112527,3,IIFDS-PPO
3,-76.66610729403983,4,IIFDS-PPO
4,-74.6192422517193,5,IIFDS-PPO
5,-72.87981632917746,6,IIFDS-PPO
6,-70.92421738235362,7,IIFDS-PPO
7,-69.01996170817797,8,IIFDS-PPO
8,-67.21178764444957,9,IIFDS-PPO
9,-65.12474317841004,10,IIFDS-PPO
10,-63.28882523480665,11,IIFDS-PPO
11,-61.79006289739095,12,IIFDS-PPO
12,-60.43511102316904,13,IIFDS-PPO
13,-59.368754546184576,14,IIFDS-PPO
14,-58.68229983468142,15,IIFDS-PPO
15,-58.06585163747396,16,IIFDS-PPO
16,-57.60301470283302,17,IIFDS-PPO
17,-57.24996577007058,18,IIFDS-PPO
18,-56.76742781626251,19,IIFDS-PPO
19,-56.39906943557869,20,IIFDS-PPO
20,-56.00180239529728,21,IIFDS-PPO
21,-55.74512113123357,22,IIFDS-PPO
22,-55.53508072153865,23,IIFDS-PPO
23,-55.45558061944662,24,IIFDS-PPO
24,-55.303868923069174,25,IIFDS-PPO
25,-55.096971547751416,26,IIFDS-PPO
26,-54.819709748956136,27,IIFDS-PPO
27,-54.538968466690896,28,IIFDS-PPO
28,-54.15622755290739,29,IIFDS-PPO
29,-53.82052287988229,30,IIFDS-PPO
30,-53.48989966825244,31,IIFDS-PPO
31,-53.220327307935584,32,IIFDS-PPO
32,-53.113131099679975,33,IIFDS-PPO
33,-53.10456819927646,34,IIFDS-PPO
34,-53.00816910751528,35,IIFDS-PPO
35,-52.97489228989949,36,IIFDS-PPO
36,-52.88231091273772,37,IIFDS-PPO
37,-52.64819978039589,38,IIFDS-PPO
38,-52.450963596307,39,IIFDS-PPO
39,-52.39987500392805,40,IIFDS-PPO
40,-52.370795450981646,41,IIFDS-PPO
41,-52.324291422657545,42,IIFDS-PPO
42,-52.319672495575006,43,IIFDS-PPO
43,-52.2957694699572,44,IIFDS-PPO
44,-52.370129014262965,45,IIFDS-PPO
45,-52.4327149460388,46,IIFDS-PPO
46,-52.46925142501309,47,IIFDS-PPO
47,-52.62601307600295,48,IIFDS-PPO
48,-52.801409136920384,49,IIFDS-PPO
49,-52.822376511213434,50,IIFDS-PPO
50,-52.819883759120884,51,IIFDS-PPO
51,-52.773795372294465,52,IIFDS-PPO
52,-52.56872843858578,53,IIFDS-PPO
53,-52.53355476156344,54,IIFDS-PPO
54,-52.56739933459551,55,IIFDS-PPO
55,-52.551282433311265,56,IIFDS-PPO
56,-52.656955934633245,57,IIFDS-PPO
57,-52.74386945983356,58,IIFDS-PPO
58,-52.58683711820543,59,IIFDS-PPO
59,-52.51868342616028,60,IIFDS-PPO
60,-52.482738727682154,61,IIFDS-PPO
61,-52.52120697255957,62,IIFDS-PPO
62,-52.64079439717678,63,IIFDS-PPO
63,-52.84151611737346,64,IIFDS-PPO
64,-52.93443214435639,65,IIFDS-PPO
65,-53.05264976231248,66,IIFDS-PPO
66,-53.07477909209847,67,IIFDS-PPO
67,-53.0605108176674,68,IIFDS-PPO
68,-53.04873627613357,69,IIFDS-PPO
69,-53.00356487146872,70,IIFDS-PPO
70,-52.953612784261864,71,IIFDS-PPO
71,-52.970920271279056,72,IIFDS-PPO
72,-52.964650934279724,73,IIFDS-PPO
73,-52.9650577458883,74,IIFDS-PPO
74,-52.98042696718032,75,IIFDS-PPO
75,-53.014866452984116,76,IIFDS-PPO
76,-52.98649588908408,77,IIFDS-PPO
77,-53.080293940782965,78,IIFDS-PPO
78,-53.07106456176532,79,IIFDS-PPO
79,-53.07266512217534,80,IIFDS-PPO
80,-53.01025262347637,81,IIFDS-PPO
81,-52.98976715224872,82,IIFDS-PPO
