,episode reward,episode,Method
0,-118.02317088336024,1,IIFDS-PPO
1,-118.52958389252024,2,IIFDS-PPO
2,-115.1888665314365,3,IIFDS-PPO
3,-110.6769620456662,4,IIFDS-PPO
4,-105.81516601273232,5,IIFDS-PPO
5,-99.30628849730951,6,IIFDS-PPO
6,-91.47866542191872,7,IIFDS-PPO
7,-84.85754160271034,8,IIFDS-PPO
8,-79.13224360162202,9,IIFDS-PPO
9,-73.44893060751131,10,IIFDS-PPO
10,-67.83595995364729,11,IIFDS-PPO
11,-64.48051820632182,12,IIFDS-PPO
12,-61.712742149335526,13,IIFDS-PPO
13,-60.102133725932674,14,IIFDS-PPO
14,-59.00362576740913,15,IIFDS-PPO
15,-58.157177204768416,16,IIFDS-PPO
16,-57.32750211019906,17,IIFDS-PPO
17,-56.334824443576146,18,IIFDS-PPO
18,-55.25257096699102,19,IIFDS-PPO
19,-54.12780760936717,20,IIFDS-PPO
20,-53.4646835105164,21,IIFDS-PPO
21,-53.12993493917675,22,IIFDS-PPO
22,-52.913801589515174,23,IIFDS-PPO
23,-52.78890276392446,24,IIFDS-PPO
24,-52.8786811321511,25,IIFDS-PPO
25,-53.053500849558255,26,IIFDS-PPO
26,-53.11871014108007,27,IIFDS-PPO
27,-53.03756359940061,28,IIFDS-PPO
28,-53.111963310831264,29,IIFDS-PPO
29,-52.94637763392103,30,IIFDS-PPO
30,-52.57994132765223,31,IIFDS-PPO
31,-52.28543895652894,32,IIFDS-PPO
32,-52.1402337806641,33,IIFDS-PPO
33,-51.84112226951807,34,IIFDS-PPO
34,-51.629876608082704,35,IIFDS-PPO
35,-51.515110202889424,36,IIFDS-PPO
36,-51.4442264031464,37,IIFDS-PPO
37,-51.374702907292644,38,IIFDS-PPO
38,-51.320246957127296,39,IIFDS-PPO
39,-51.349604400566704,40,IIFDS-PPO
40,-51.42815564802315,41,IIFDS-PPO
41,-51.52449634359511,42,IIFDS-PPO
42,-51.58911488824697,43,IIFDS-PPO
43,-51.62456279836044,44,IIFDS-PPO
44,-51.627191212916,45,IIFDS-PPO
45,-51.63269569225683,46,IIFDS-PPO
46,-51.60098499318618,47,IIFDS-PPO
47,-51.622687276490744,48,IIFDS-PPO
48,-51.66859281989428,49,IIFDS-PPO
49,-51.674774071179314,50,IIFDS-PPO
50,-51.654273034769496,51,IIFDS-PPO
51,-51.64408569488476,52,IIFDS-PPO
52,-51.57905580524982,53,IIFDS-PPO
53,-51.54611869134674,54,IIFDS-PPO
54,-51.54461683423389,55,IIFDS-PPO
55,-51.549110006328036,56,IIFDS-PPO
56,-51.538857072355576,57,IIFDS-PPO
57,-51.522924598215745,58,IIFDS-PPO
58,-51.493595405645635,59,IIFDS-PPO
59,-51.49187314957821,60,IIFDS-PPO
60,-51.48055643779682,61,IIFDS-PPO
61,-51.48270256007977,62,IIFDS-PPO
62,-51.49621898968629,63,IIFDS-PPO
63,-51.50173716140425,64,IIFDS-PPO
64,-51.520015758329755,65,IIFDS-PPO
65,-51.53789040694888,66,IIFDS-PPO
66,-51.51398306030117,67,IIFDS-PPO
67,-51.508470806865084,68,IIFDS-PPO
68,-51.495192506366216,69,IIFDS-PPO
69,-51.421348865389206,70,IIFDS-PPO
70,-51.3443111601879,71,IIFDS-PPO
71,-51.303988237225205,72,IIFDS-PPO
72,-51.24406374095352,73,IIFDS-PPO
73,-51.192099086871956,74,IIFDS-PPO
74,-51.16865538815428,75,IIFDS-PPO
75,-51.16292524694354,76,IIFDS-PPO
76,-51.16414017036518,77,IIFDS-PPO
77,-51.19398321963868,78,IIFDS-PPO
78,-51.21895072676268,79,IIFDS-PPO
79,-51.241553609768374,80,IIFDS-PPO
80,-51.270048802083,81,IIFDS-PPO
81,-51.29425449514574,82,IIFDS-PPO
82,-51.30534743741075,83,IIFDS-PPO
83,-51.32068148091786,84,IIFDS-PPO
84,-51.318355988541384,85,IIFDS-PPO
85,-51.304079311818626,86,IIFDS-PPO
86,-51.28479696287427,87,IIFDS-PPO
87,-51.236967374119736,88,IIFDS-PPO
88,-51.20823609073097,89,IIFDS-PPO
89,-51.181837556438744,90,IIFDS-PPO
90,-51.164964144683545,91,IIFDS-PPO
91,-51.164275333708495,92,IIFDS-PPO
92,-51.18814097134371,93,IIFDS-PPO
93,-51.22090353662628,94,IIFDS-PPO
94,-51.239024601460855,95,IIFDS-PPO
95,-51.23176875087019,96,IIFDS-PPO
96,-51.20661055069064,97,IIFDS-PPO
97,-51.1786889407728,98,IIFDS-PPO
98,-51.12133723589939,99,IIFDS-PPO
99,-51.089368780891455,100,IIFDS-PPO
100,-51.09428598273932,101,IIFDS-PPO
101,-51.12906840427318,102,IIFDS-PPO
102,-51.15936697401663,103,IIFDS-PPO
103,-51.18069092900582,104,IIFDS-PPO
104,-51.1979865599139,105,IIFDS-PPO
105,-51.19228344947069,106,IIFDS-PPO
106,-51.17099607403113,107,IIFDS-PPO
107,-51.155675922691,108,IIFDS-PPO
108,-51.140587625275536,109,IIFDS-PPO
109,-51.11832386789074,110,IIFDS-PPO
110,-51.09570545128037,111,IIFDS-PPO
111,-51.08491862595103,112,IIFDS-PPO
112,-51.086317644842595,113,IIFDS-PPO
113,-51.095446147470035,114,IIFDS-PPO
114,-51.11848217162999,115,IIFDS-PPO
115,-51.150472417903615,116,IIFDS-PPO
116,-51.15837819101935,117,IIFDS-PPO
117,-51.14701487047947,118,IIFDS-PPO
118,-51.14711317839132,119,IIFDS-PPO
119,-51.127713245426904,120,IIFDS-PPO
120,-51.10165050338981,121,IIFDS-PPO
121,-51.08740446066115,122,IIFDS-PPO
122,-51.04419940259157,123,IIFDS-PPO
123,-51.00436276538351,124,IIFDS-PPO
124,-50.97287361218371,125,IIFDS-PPO
125,-50.950059853430204,126,IIFDS-PPO
126,-50.935761161889154,127,IIFDS-PPO
127,-50.95212220510914,128,IIFDS-PPO
128,-50.95589442390353,129,IIFDS-PPO
129,-50.95679599554819,130,IIFDS-PPO
130,-50.94715350387003,131,IIFDS-PPO
131,-50.925905064417954,132,IIFDS-PPO
132,-50.907277786020224,133,IIFDS-PPO
133,-50.885453619465906,134,IIFDS-PPO
134,-50.880057639705754,135,IIFDS-PPO
135,-50.87706848815426,136,IIFDS-PPO
136,-50.86996657489457,137,IIFDS-PPO
137,-50.86510679104762,138,IIFDS-PPO
138,-50.86785093624448,139,IIFDS-PPO
139,-50.879275463305866,140,IIFDS-PPO
140,-50.88976484697133,141,IIFDS-PPO
141,-50.90583905586185,142,IIFDS-PPO
142,-50.93540887881752,143,IIFDS-PPO
143,-50.95540860907131,144,IIFDS-PPO
144,-50.96589225408467,145,IIFDS-PPO
145,-50.98250070107342,146,IIFDS-PPO
146,-50.99865350961298,147,IIFDS-PPO
147,-50.99417137768482,148,IIFDS-PPO
148,-51.0017065004257,149,IIFDS-PPO
149,-50.990926846694144,150,IIFDS-PPO
150,-118.57395628038574,1,IIFDS-PPO-Modify
151,-118.44605653963333,2,IIFDS-PPO-Modify
152,-114.55780355065272,3,IIFDS-PPO-Modify
153,-110.11447919841098,4,IIFDS-PPO-Modify
154,-105.49974206970134,5,IIFDS-PPO-Modify
155,-99.34100359727033,6,IIFDS-PPO-Modify
156,-93.00466883313878,7,IIFDS-PPO-Modify
157,-86.32261534753117,8,IIFDS-PPO-Modify
158,-79.98540616320065,9,IIFDS-PPO-Modify
159,-73.69564538922168,10,IIFDS-PPO-Modify
160,-67.71224192680285,11,IIFDS-PPO-Modify
161,-62.49247493484411,12,IIFDS-PPO-Modify
162,-60.15454868819894,13,IIFDS-PPO-Modify
163,-58.33109130528682,14,IIFDS-PPO-Modify
164,-56.86964941883038,15,IIFDS-PPO-Modify
165,-55.88569782510253,16,IIFDS-PPO-Modify
166,-55.09815606516929,17,IIFDS-PPO-Modify
167,-54.69766658874458,18,IIFDS-PPO-Modify
168,-54.23874035260211,19,IIFDS-PPO-Modify
169,-54.035001997732856,20,IIFDS-PPO-Modify
170,-53.797233963937096,21,IIFDS-PPO-Modify
171,-53.62880628192536,22,IIFDS-PPO-Modify
172,-53.439908811933606,23,IIFDS-PPO-Modify
173,-53.433742883667335,24,IIFDS-PPO-Modify
174,-53.316531155275605,25,IIFDS-PPO-Modify
175,-53.2142765728165,26,IIFDS-PPO-Modify
176,-53.13294991808563,27,IIFDS-PPO-Modify
177,-52.88165405650725,28,IIFDS-PPO-Modify
178,-52.73184504732147,29,IIFDS-PPO-Modify
179,-52.58877112197314,30,IIFDS-PPO-Modify
180,-52.50695613763264,31,IIFDS-PPO-Modify
181,-52.44044389791816,32,IIFDS-PPO-Modify
182,-52.3940511622157,33,IIFDS-PPO-Modify
183,-52.32157487192512,34,IIFDS-PPO-Modify
184,-52.233075491088314,35,IIFDS-PPO-Modify
185,-52.15321297912093,36,IIFDS-PPO-Modify
186,-52.06824637561982,37,IIFDS-PPO-Modify
187,-51.996052617464635,38,IIFDS-PPO-Modify
188,-51.91520756421748,39,IIFDS-PPO-Modify
189,-51.86963116955438,40,IIFDS-PPO-Modify
190,-51.836996681429945,41,IIFDS-PPO-Modify
191,-51.816469471042566,42,IIFDS-PPO-Modify
192,-51.78093801003845,43,IIFDS-PPO-Modify
193,-51.77639487949584,44,IIFDS-PPO-Modify
194,-51.74297201315333,45,IIFDS-PPO-Modify
195,-51.728974363753785,46,IIFDS-PPO-Modify
196,-51.7189767515153,47,IIFDS-PPO-Modify
197,-51.713673741677795,48,IIFDS-PPO-Modify
198,-51.72600982443595,49,IIFDS-PPO-Modify
199,-51.744837724356124,50,IIFDS-PPO-Modify
