,episode reward,episode,Method
0,-77.18901619000546,1,IIFDS-PPO
1,-75.70535378418167,2,IIFDS-PPO
2,-74.78994703260881,3,IIFDS-PPO
3,-73.47347779559395,4,IIFDS-PPO
4,-72.42864570769439,5,IIFDS-PPO
5,-71.5879688355147,6,IIFDS-PPO
6,-70.68031334670009,7,IIFDS-PPO
7,-69.93043001415967,8,IIFDS-PPO
8,-69.66487330591113,9,IIFDS-PPO
9,-68.86893903140702,10,IIFDS-PPO
10,-67.9423427044665,11,IIFDS-PPO
11,-66.80488933405753,12,IIFDS-PPO
12,-65.5896984046996,13,IIFDS-PPO
13,-64.4468959666237,14,IIFDS-PPO
14,-63.654742487935884,15,IIFDS-PPO
15,-62.894669275925494,16,IIFDS-PPO
16,-62.05048295335456,17,IIFDS-PPO
17,-60.89029600803642,18,IIFDS-PPO
18,-59.73683469352316,19,IIFDS-PPO
19,-58.61718518974582,20,IIFDS-PPO
20,-57.55945619456618,21,IIFDS-PPO
21,-56.87021527340303,22,IIFDS-PPO
22,-56.23589413011147,23,IIFDS-PPO
23,-55.81103276149593,24,IIFDS-PPO
24,-56.2347450016508,25,IIFDS-PPO
25,-56.50104853931839,26,IIFDS-PPO
26,-56.72258245222285,27,IIFDS-PPO
27,-57.00957825269565,28,IIFDS-PPO
28,-57.39372700218676,29,IIFDS-PPO
29,-56.96818301413455,30,IIFDS-PPO
30,-56.693272499451034,31,IIFDS-PPO
31,-55.92087818508823,32,IIFDS-PPO
32,-55.157279934714076,33,IIFDS-PPO
33,-54.12275826132772,34,IIFDS-PPO
34,-53.29737285600898,35,IIFDS-PPO
35,-52.684245549847326,36,IIFDS-PPO
36,-53.260016583040546,37,IIFDS-PPO
37,-54.18962913984088,38,IIFDS-PPO
38,-55.45948570513907,39,IIFDS-PPO
39,-56.592890685392284,40,IIFDS-PPO
40,-57.242825131134225,41,IIFDS-PPO
41,-57.45787572255191,42,IIFDS-PPO
42,-56.918270874845646,43,IIFDS-PPO
43,-56.05706542895174,44,IIFDS-PPO
44,-54.96503450044903,45,IIFDS-PPO
45,-54.6529754384029,46,IIFDS-PPO
46,-54.58553194858374,47,IIFDS-PPO
47,-54.23825898419243,48,IIFDS-PPO
48,-53.783504238638976,49,IIFDS-PPO
49,-53.55832908709996,50,IIFDS-PPO
50,-53.22224471318382,51,IIFDS-PPO
51,-52.940434265868504,52,IIFDS-PPO
52,-53.22548414351049,53,IIFDS-PPO
