3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
3.000000000000000000e+00,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01,1.000000014901161194e-01
