1.942574292421340998e-01,2.240719397366047083e+00,2.831539946794509710e+00
1.179142102599143982e+00,2.077461239695548745e+00,2.815747103095054715e+00
3.205223947763443104e-01,3.047317117452621460e-01,2.763406035304069697e+00
2.805107194185256780e+00,1.549272470633150212e+00,1.284569409489631608e+00
1.120948518812656447e+00,2.273817595839500605e+00,7.473874956369399580e-01
2.316981822252273671e-01,2.371487843990325750e+00,5.832753121852874978e-01
2.277219474315643200e-01,2.538642334938049139e+00,1.684220924600958957e+00
5.769351333379745261e-01,2.038726462423801511e+00,2.118092133104801267e+00
8.611501857638358404e-01,1.413424130529165268e+00,1.737010428309440746e+00
2.887619575858116239e+00,6.118794500827788863e-01,2.236192667484283358e+00
2.605151891708373801e-01,1.577103054057806819e+00,2.136790168285370051e+00
8.260245889425277266e-01,1.224151525646448135e+00,3.079783320426940918e-01
7.850279808044433594e-01,3.463422954082489014e-01,1.845708835870027542e+00
4.920414358377456221e-01,9.919806867837905884e-01,2.945375919342040905e-01
7.071296632289886253e-01,2.847111797332763761e+00,6.661002993583678977e-01
5.809148252010345459e-01,6.224165976047515425e-01,1.356176573783159256e+00
1.005628462135791823e+00,5.479948818683624268e-01,4.082924604415893999e-01
2.132038116455078347e-01,2.987659299373626620e+00,2.488019084930420011e+00
4.026986628770827803e-01,1.803259264677762985e+00,2.740602082014083951e+00
2.564943113923072726e+00,2.806789749860763461e+00,1.005790685117244676e+00
7.645944535732268621e-01,2.228529165685176672e+00,1.904500687122345104e+00
2.579933658242225647e+00,2.886529648303985507e+00,6.725451409816741721e-01
1.410180924087762966e+00,1.536312874825671360e+00,1.776244924962520733e+00
2.240493297576904297e-01,4.830528825521469560e-01,1.321841997653246059e+00
2.322093963623046986e-01,2.039794135093688787e+00,2.433221769332885920e+00
1.286157630383968353e+00,2.714647442102432251e+00,2.381496578454971313e+00
4.500289678573607954e-01,2.804046824574470520e+00,1.032900980114936917e+00
2.603692626953125089e+00,2.696194383502006353e+00,1.440722695365548089e+00
2.889545077085494906e+00,2.823060101270675748e+00,2.303652796149253668e+00
1.837832724303007259e+00,2.961278748512268244e+00,2.257060100138187586e+00
4.375816166400909868e-01,1.708530301973223642e+00,6.057371020317077193e-01
2.645324817299842923e+00,1.520258748251944736e+00,1.651121235266327814e+00
2.858669298887252630e+00,1.431304503977298692e+00,1.233239642530679747e+00
8.622990995645523071e-01,6.205154687166213323e-01,1.042188915610313460e+00
2.138666795194148929e+00,2.706768348813056946e+00,4.831609159708023515e-01
4.315824776887893233e-01,1.094720770418643907e+00,1.417379417642951056e+00
1.326726361364126250e+00,4.732366204261779785e-01,2.768146800994872869e+00
1.202441518753767147e+00,8.040633827447890569e-01,3.657923728227615578e-01
1.344323298335075467e+00,2.766678237915038974e+00,1.304657164961099625e+00
6.486652612686156782e-01,2.289976543188095182e+00,2.889520913362503274e-01
5.130908399820327537e-01,2.392890560626983465e+00,2.390941500663757435e-01
1.213242635130882263e+00,2.338381737470626831e+00,4.962515413761139360e-01
1.987425446510314997e-01,2.932074844837188610e-01,1.636769465543329805e+00
9.830109745264052901e-01,2.345918408036232083e+00,2.593394708633423029e+00
2.740453809499740490e-01,2.762481391429901234e-01,2.061725178360938937e+00
1.829765371978282928e+00,1.996565772593021482e+00,7.954118072986602339e-01
1.243364469707012310e+00,2.475929540395736872e+00,1.447140885144472255e+00
1.289982877671718597e+00,5.539709448814391646e-01,1.375360305607318923e+00
2.571269154548644909e-01,5.120125800371170266e-01,1.319038940966129392e+00
2.329234677553176702e+00,2.577996489405632197e+00,2.546703219413757324e-01
2.180830077826976687e+00,2.841160625219345093e+00,5.019888073205948098e-01
2.863947725296020597e+00,2.155231595039367731e-01,2.285888731479644775e+00
2.858309850096702576e+00,1.940778049826622054e+00,1.817807736247778028e+00
1.712805735319852918e+00,2.010022415220737546e+00,2.614815264940261730e-01
2.056304493546485812e+00,1.859991934150457382e+00,2.605593323707580566e+00
2.091526758670806618e+00,1.782855727523565248e+00,2.300896042585372836e+00
2.420348161458969027e+00,1.717582270875573247e+00,1.554482817649841253e-01
1.265409120917320385e+00,2.623516672849655063e+00,4.395423799753188643e-01
2.114829999208450495e+00,1.208499816805124416e+00,4.745748519897461382e-01
8.531060174107550909e-01,2.385458207130432218e+00,1.094685465097427368e+00
2.963952618837356390e+00,2.803779160976410001e+00,2.506881237030029186e-01
2.482985764741897583e+00,2.373011633753776550e+00,1.217344318330287889e+00
1.157817170023918152e+00,2.842645955085754572e+00,2.511588901281356923e-01
9.932836130261420982e-01,2.371819895505905329e+00,2.303017473220825284e+00
2.551740220189094632e+00,2.756691455841064453e+00,1.592744299862533852e+00
1.102793848514556974e+00,2.969276419281959623e+00,4.192518889904022217e-01
