3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,2.999995470046997070e+00
3.000000000000000000e+00,2.998785972595214844e+00
3.000000000000000000e+00,2.685744524002075195e+00
2.999999046325683594e+00,3.390134871006011963e-01
2.999995470046997070e+00,2.666235864162445068e-01
2.999980926513671875e+00,2.975609004497528076e-01
2.999888420104980469e+00,5.423695445060729980e-01
2.999170541763305664e+00,1.125638008117675781e+00
2.991844177246093750e+00,2.261152505874633789e+00
2.920640230178833008e+00,2.802675962448120117e+00
2.331261873245239258e+00,2.912087440490722656e+00
6.838932037353515625e-01,2.913055658340454102e+00
1.448015570640563965e-01,2.647057771682739258e+00
1.024906486272811890e-01,1.556034207344055176e+00
1.001777797937393188e-01,5.674459338188171387e-01
1.000188440084457397e-01,3.324409127235412598e-01
1.000042334198951721e-01,5.679864287376403809e-01
1.000014692544937134e-01,8.334034681320190430e-01
1.000005230307579041e-01,8.469294309616088867e-01
1.000008657574653625e-01,8.444210290908813477e-01
1.000049263238906860e-01,7.029128670692443848e-01
1.000175476074218750e-01,4.801467061042785645e-01
1.000375077128410339e-01,4.603929221630096436e-01
1.000781282782554626e-01,3.887377977371215820e-01
1.001653373241424561e-01,1.909337192773818970e-01
1.007572710514068604e-01,1.527152955532073975e-01
1.161057949066162109e-01,1.505476236343383789e-01
3.781561553478240967e-01,1.563052088022232056e-01
7.146340608596801758e-01,1.608317196369171143e-01
4.565897881984710693e-01,1.476502567529678345e-01
1.446737527847290039e+00,3.886319398880004883e-01
1.676138639450073242e+00,3.346575796604156494e-01
1.669782400131225586e+00,1.105761304497718811e-01
2.868371009826660156e+00,1.009637489914894104e-01
2.987756729125976562e+00,1.002508997917175293e-01
2.999442815780639648e+00,1.008086130023002625e-01
2.999999046325683594e+00,1.129989326000213623e-01
3.000000000000000000e+00,6.943209171295166016e-01
3.000000000000000000e+00,2.634967803955078125e+00
3.000000000000000000e+00,2.955837726593017578e+00
3.000000000000000000e+00,2.993020772933959961e+00
3.000000000000000000e+00,2.824038982391357422e+00
2.725879907608032227e+00,1.001146063208580017e-01
1.001557409763336182e-01,1.000333651900291443e-01
1.000312045216560364e-01,1.002069041132926941e-01
1.000612750649452209e-01,1.006317809224128723e-01
1.002619639039039612e-01,1.012194827198982239e-01
1.006654873490333557e-01,1.015958711504936218e-01
1.006345450878143311e-01,1.015636324882507324e-01
1.015087515115737915e-01,1.047383472323417664e-01
1.040853038430213928e-01,1.097053810954093933e-01
1.090030744671821594e-01,1.122378557920455933e-01
1.177286356687545776e-01,1.143591105937957764e-01
2.448307275772094727e-01,1.304949820041656494e-01
1.463266134262084961e+00,1.506437361240386963e-01
2.446110486984252930e+00,1.667170375585556030e-01
2.793415307998657227e+00,1.668493449687957764e-01
2.910196065902709961e+00,1.130828484892845154e-01
2.969819307327270508e+00,1.013172343373298645e-01
2.990465164184570312e+00,1.105614379048347473e-01
2.995734214782714844e+00,1.450430870056152344e+00
2.996414422988891602e+00,2.992150545120239258e+00
2.998248577117919922e+00,3.000000000000000000e+00
2.999186992645263672e+00,3.000000000000000000e+00
2.999669075012207031e+00,3.000000000000000000e+00
2.999858140945434570e+00,3.000000000000000000e+00
2.999942064285278320e+00,3.000000000000000000e+00
2.999974012374877930e+00,3.000000000000000000e+00
2.999985218048095703e+00,3.000000000000000000e+00
2.999988555908203125e+00,3.000000000000000000e+00
2.999990940093994141e+00,3.000000000000000000e+00
2.999988317489624023e+00,3.000000000000000000e+00
