,episode reward,episode,Method
0,0.0,1,MP12-PPO
1,7.298658927000001,2,MP12-PPO
2,12.06877751,3,MP12-PPO
3,17.10275922,4,MP12-PPO
4,21.11491675,5,MP12-PPO
5,25.17258096,6,MP12-PPO
6,29.37126322,7,MP12-PPO
7,33.52553635,8,MP12-PPO
8,37.77795649,9,MP12-PPO
9,42.12563887,10,MP12-PPO
10,46.37256985,11,MP12-PPO
11,50.54252453,12,MP12-PPO
12,54.65531135,13,MP12-PPO
13,58.74316835,14,MP12-PPO
14,62.95155191,15,MP12-PPO
15,67.26667562,16,MP12-PPO
16,71.47987318,17,MP12-PPO
17,75.66799703,18,MP12-PPO
18,79.9101892,19,MP12-PPO
19,84.06491632,20,MP12-PPO
20,88.18636359999998,21,MP12-PPO
21,92.31021795,22,MP12-PPO
22,96.50261574,23,MP12-PPO
23,100.6851105,24,MP12-PPO
24,104.8027226,25,MP12-PPO
25,108.9402907,26,MP12-PPO
26,113.1523396,27,MP12-PPO
27,117.2488196,28,MP12-PPO
28,121.2729962,29,MP12-PPO
29,125.235107,30,MP12-PPO
30,129.1241392,31,MP12-PPO
31,133.0126264,32,MP12-PPO
32,136.90362,33,MP12-PPO
33,140.7905352,34,MP12-PPO
34,144.8056775,35,MP12-PPO
35,148.73999080000004,36,MP12-PPO
36,152.53802480000004,37,MP12-PPO
37,156.34128130000005,38,MP12-PPO
38,160.1106804,39,MP12-PPO
39,163.725822,40,MP12-PPO
40,167.4642604,41,MP12-PPO
41,171.39004450000004,42,MP12-PPO
42,175.2826549,43,MP12-PPO
43,179.2009733,44,MP12-PPO
44,183.1086446,45,MP12-PPO
45,186.9953698,46,MP12-PPO
46,190.7341115,47,MP12-PPO
47,194.6542659,48,MP12-PPO
48,198.60919980000003,49,MP12-PPO
49,202.603554,50,MP12-PPO
50,206.7634451,51,MP12-PPO
51,0.0,1,MP6-PPO
52,5.5591948827107736,2,MP6-PPO
53,9.659911966323852,3,MP6-PPO
54,13.86454472541809,4,MP6-PPO
55,17.560975313186646,5,MP6-PPO
56,21.06859955787659,6,MP6-PPO
57,24.568159770965572,7,MP6-PPO
58,28.12191905975341,8,MP6-PPO
59,31.69424510002136,9,MP6-PPO
60,35.21841678619385,10,MP6-PPO
61,38.77465906143188,11,MP6-PPO
62,42.28735189437866,12,MP6-PPO
63,45.80053277015686,13,MP6-PPO
64,49.305133533477786,14,MP6-PPO
65,52.85075130462646,15,MP6-PPO
66,56.4802062034607,16,MP6-PPO
67,60.211617660522464,17,MP6-PPO
68,63.85969581604004,18,MP6-PPO
69,67.47705464363098,19,MP6-PPO
70,71.06883549690247,20,MP6-PPO
71,74.56990175247192,21,MP6-PPO
72,77.97052474021912,22,MP6-PPO
73,81.40012536048889,23,MP6-PPO
74,84.89723868370056,24,MP6-PPO
