1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000002622604370117e-01
1.000000014901161194e-01,1.001821905374526978e-01
1.000000014901161194e-01,1.693323850631713867e-01
1.000000014901161194e-01,1.916830182075500488e+00
1.000000014901161194e-01,2.594786882400512695e+00
1.000000014901161194e-01,2.627999305725097656e+00
1.000000014901161194e-01,2.651319980621337891e+00
1.000000014901161194e-01,2.599561452865600586e+00
1.000000014901161194e-01,2.419074535369873047e+00
1.000000014901161194e-01,2.258985519409179688e+00
1.000000014901161194e-01,2.174776315689086914e+00
1.000000014901161194e-01,2.311458826065063477e+00
1.000000014901161194e-01,2.793748378753662109e+00
1.000000014901161194e-01,2.831839084625244141e+00
1.000000014901161194e-01,1.801904320716857910e+00
1.000000014901161194e-01,1.051985695958137512e-01
1.000000014901161194e-01,1.002972200512886047e-01
1.000000014901161194e-01,5.581633448600769043e-01
1.000000014901161194e-01,1.133892297744750977e+00
1.000000014901161194e-01,1.261379003524780273e+00
1.000000014901161194e-01,1.347395777702331543e+00
1.000000014901161194e-01,1.376120567321777344e+00
1.000000014901161194e-01,1.187085866928100586e+00
1.000000014901161194e-01,1.492934077978134155e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000000014901161194e-01,1.000000014901161194e-01
1.000030264258384705e-01,1.000000014901161194e-01
1.695348024368286133e-01,1.000000014901161194e-01
4.020308554172515869e-01,1.000000014901161194e-01
2.256243824958801270e-01,1.000000014901161194e-01
2.620246410369873047e-01,1.000000014901161194e-01
3.574755191802978516e-01,1.000000014901161194e-01
4.337240457534790039e-01,1.000000014901161194e-01
8.740971684455871582e-01,1.000000014901161194e-01
4.432602822780609131e-01,1.000000014901161194e-01
2.445999681949615479e-01,1.000000014901161194e-01
1.626114249229431152e-01,1.000000014901161194e-01
3.255969583988189697e-01,1.000000014901161194e-01
1.602674365043640137e+00,1.000000014901161194e-01
1.758699536323547363e+00,1.000000014901161194e-01
1.883389115333557129e+00,1.000000014901161194e-01
2.002727508544921875e+00,1.000000014901161194e-01
2.206400632858276367e+00,1.000212654471397400e-01
2.435032844543457031e+00,1.026289582252502441e+00
2.620195388793945312e+00,1.026289582252502441e+00
2.820168018341064453e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
2.838827848434448242e+00,1.026289582252502441e+00
